customer_id,age,tenure_months,income_band,region,risk_score
185,47,38,HIGH,SOUTH,754
186,45,93,HIGH,WEST,574
187,29,96,LOW,SOUTH,621
188,41,43,MID,NORTHEAST,545
189,33,104,HIGH,SOUTH,643
190,37,75,LOW,NORTHEAST,576
191,57,90,LOW,MIDWEST,553
192,55,89,LOW,SOUTH,648
193,53,93,LOW,SOUTH,647
194,40,114,HIGH,MIDWEST,756
195,72,102,HIGH,SOUTH,531
196,25,50,MID,NORTHEAST,672
197,39,67,LOW,WEST,682
198,27,77,HIGH,MIDWEST,716
199,39,102,LOW,WEST,717
200,72,47,LOW,NORTHEAST,598
201,40,37,LOW,SOUTH,595
202,70,88,HIGH,MIDWEST,721
203,47,114,MID,NORTHEAST,794
204,58,109,MID,NORTHEAST,741
205,45,17,MID,MIDWEST,564
206,35,110,LOW,MIDWEST,748
207,62,94,MID,NORTHEAST,793
208,73,18,HIGH,NORTHEAST,705
209,35,0,HIGH,WEST,590
210,63,24,MID,SOUTH,628
211,35,111,LOW,SOUTH,656
212,59,90,HIGH,NORTHEAST,657
213,63,69,MID,MIDWEST,567
214,45,75,LOW,WEST,692
215,60,49,LOW,NORTHEAST,480
216,35,108,LOW,SOUTH,604
217,25,18,MID,WEST,687
218,26,37,MID,WEST,637
219,45,24,LOW,SOUTH,520
220,69,101,LOW,WEST,520
221,27,64,MID,MIDWEST,613
222,45,82,MID,SOUTH,602
223,59,110,LOW,SOUTH,613
224,31,23,LOW,SOUTH,479
225,59,115,HIGH,SOUTH,799
226,37,15,HIGH,WEST,630
227,64,90,MID,WEST,664
228,52,84,MID,WEST,721
229,50,99,HIGH,NORTHEAST,750
230,30,19,LOW,MIDWEST,809
231,46,115,HIGH,WEST,652
232,67,95,MID,WEST,481
233,22,13,MID,MIDWEST,692
234,61,66,MID,SOUTH,707
235,47,98,LOW,WEST,630
236,59,57,MID,MIDWEST,642
237,56,45,MID,NORTHEAST,521
238,44,33,LOW,WEST,741
239,37,61,MID,SOUTH,620
240,54,118,HIGH,MIDWEST,555
241,28,72,HIGH,SOUTH,826
242,52,86,MID,WEST,674
243,26,93,LOW,SOUTH,636
244,56,93,LOW,SOUTH,618
245,54,48,LOW,MIDWEST,577
246,25,92,HIGH,MIDWEST,760
247,61,39,MID,NORTHEAST,536
248,43,70,HIGH,WEST,610
249,63,36,LOW,NORTHEAST,686
250,23,112,HIGH,SOUTH,601
251,30,87,HIGH,NORTHEAST,679
252,47,70,MID,NORTHEAST,658
253,31,54,HIGH,SOUTH,696
254,38,62,MID,WEST,509
255,56,93,LOW,NORTHEAST,700
256,28,32,LOW,WEST,472
257,57,99,LOW,SOUTH,710
258,26,33,LOW,WEST,694
259,30,16,MID,WEST,663
260,52,88,LOW,WEST,623
261,63,85,LOW,NORTHEAST,768
262,30,40,LOW,SOUTH,664
263,37,77,MID,MIDWEST,665
264,70,87,HIGH,NORTHEAST,619
265,74,94,MID,MIDWEST,709
266,52,114,MID,MIDWEST,704
267,45,102,HIGH,MIDWEST,668
268,39,52,MID,NORTHEAST,635
269,54,27,MID,NORTHEAST,626
270,52,11,MID,NORTHEAST,532
271,36,68,HIGH,SOUTH,709
272,22,79,LOW,SOUTH,714
273,29,82,MID,WEST,660
274,72,1,MID,WEST,625
275,43,84,LOW,NORTHEAST,682
276,47,94,MID,MIDWEST,605
277,46,86,HIGH,MIDWEST,624
278,63,63,HIGH,NORTHEAST,698
279,24,1,HIGH,WEST,741
280,25,58,MID,MIDWEST,554
281,35,77,MID,WEST,600
282,47,68,HIGH,MIDWEST,808
283,57,68,LOW,MIDWEST,547
284,47,61,LOW,NORTHEAST,674
285,44,66,MID,WEST,684
286,71,38,MID,NORTHEAST,641
287,29,72,MID,WEST,620
288,51,33,HIGH,WEST,656
289,50,58,LOW,SOUTH,587
290,46,49,HIGH,WEST,790
291,64,85,MID,WEST,610
292,35,107,HIGH,WEST,728
293,72,75,LOW,NORTHEAST,507
294,38,16,MID,WEST,612
295,50,80,MID,NORTHEAST,576
296,49,38,MID,WEST,668
297,66,5,LOW,MIDWEST,642
298,44,23,LOW,SOUTH,588
299,36,119,LOW,WEST,557
300,22,51,MID,NORTHEAST,657
301,40,24,MID,WEST,850
302,65,16,MID,SOUTH,585
303,21,78,MID,SOUTH,651
304,69,91,LOW,MIDWEST,575
305,50,42,LOW,NORTHEAST,669
306,28,12,MID,WEST,703
307,37,42,MID,NORTHEAST,721
308,50,79,MID,NORTHEAST,723
309,38,13,MID,MIDWEST,644
310,26,32,HIGH,NORTHEAST,638
311,56,0,HIGH,SOUTH,478
312,57,56,MID,NORTHEAST,708
313,27,20,LOW,SOUTH,628
314,36,23,LOW,SOUTH,531
315,34,13,MID,SOUTH,801
316,56,87,MID,WEST,558
317,60,58,LOW,SOUTH,583
318,60,113,LOW,SOUTH,759
319,71,47,HIGH,WEST,728
320,62,26,LOW,SOUTH,655
321,38,24,MID,NORTHEAST,663
322,26,114,HIGH,SOUTH,735
323,54,70,MID,MIDWEST,597
324,70,39,LOW,WEST,736
325,73,78,HIGH,MIDWEST,772
326,33,66,MID,MIDWEST,698
327,33,13,LOW,WEST,687
328,23,84,MID,NORTHEAST,601
329,28,14,LOW,WEST,563
330,50,23,MID,MIDWEST,590
331,50,85,HIGH,SOUTH,764
332,41,53,MID,SOUTH,612
333,37,26,HIGH,MIDWEST,643
334,65,8,MID,SOUTH,688
335,45,71,HIGH,NORTHEAST,669
336,64,83,MID,SOUTH,581
337,73,24,LOW,SOUTH,592
338,38,49,HIGH,NORTHEAST,689
339,31,41,HIGH,NORTHEAST,578
340,72,106,MID,SOUTH,695
341,55,94,MID,NORTHEAST,649
342,36,32,LOW,MIDWEST,705
343,54,61,LOW,SOUTH,584
344,48,110,LOW,MIDWEST,655
345,69,41,MID,WEST,707
346,34,16,LOW,NORTHEAST,690
347,74,35,LOW,WEST,674
348,71,72,HIGH,WEST,609
349,30,119,MID,SOUTH,605
350,29,36,HIGH,SOUTH,733
351,49,7,LOW,NORTHEAST,684
352,23,21,LOW,MIDWEST,611
353,37,49,MID,MIDWEST,644
354,44,11,LOW,SOUTH,579
355,73,4,MID,SOUTH,649
356,74,78,HIGH,WEST,721
357,29,98,LOW,SOUTH,517
358,69,27,MID,WEST,682
359,25,62,MID,MIDWEST,517
360,61,68,LOW,SOUTH,636
361,66,80,MID,NORTHEAST,634
362,69,117,MID,SOUTH,715
363,33,106,LOW,MIDWEST,687
364,69,37,MID,SOUTH,693
365,27,117,MID,SOUTH,643
366,49,4,MID,SOUTH,701
367,46,115,HIGH,WEST,775
368,38,17,MID,SOUTH,638
369,22,13,MID,SOUTH,607
370,62,14,HIGH,SOUTH,713
371,39,14,MID,SOUTH,592
372,56,55,LOW,SOUTH,619
373,43,76,LOW,SOUTH,640
374,41,89,LOW,SOUTH,746
375,68,1,LOW,MIDWEST,683
376,26,35,MID,MIDWEST,708
377,60,15,LOW,SOUTH,462
378,61,17,HIGH,MIDWEST,704
379,41,89,MID,MIDWEST,635
380,35,76,LOW,MIDWEST,684
381,21,25,HIGH,SOUTH,536
382,71,36,MID,WEST,672
383,72,110,LOW,MIDWEST,733
384,34,69,LOW,MIDWEST,685
385,22,28,MID,NORTHEAST,715
386,27,112,MID,MIDWEST,635
387,24,23,MID,NORTHEAST,752
388,65,34,HIGH,WEST,752
389,69,83,MID,WEST,509
390,29,61,HIGH,MIDWEST,710
391,61,8,MID,SOUTH,669
392,30,96,MID,SOUTH,698
393,40,27,LOW,SOUTH,627
394,53,83,MID,NORTHEAST,579
395,59,40,MID,MIDWEST,754
396,68,90,MID,MIDWEST,650
397,23,107,MID,SOUTH,743
398,31,92,MID,NORTHEAST,687
399,36,110,MID,WEST,696
400,37,64,MID,WEST,690
401,74,7,MID,MIDWEST,542
402,62,64,HIGH,NORTHEAST,726
403,38,55,MID,NORTHEAST,537
404,73,86,MID,WEST,666
405,47,29,MID,MIDWEST,632
406,48,83,MID,MIDWEST,750
407,44,52,HIGH,MIDWEST,714
408,28,80,HIGH,SOUTH,637
409,71,50,MID,WEST,717
410,21,45,HIGH,MIDWEST,745
411,30,25,MID,WEST,729
412,33,99,HIGH,MIDWEST,665
413,36,8,HIGH,NORTHEAST,671
414,28,28,MID,NORTHEAST,473
415,21,51,HIGH,WEST,598
416,57,18,MID,NORTHEAST,582
417,73,110,MID,NORTHEAST,819
418,27,41,MID,MIDWEST,763
419,37,29,MID,SOUTH,664
420,48,30,MID,WEST,766
421,71,23,LOW,WEST,706
422,58,79,MID,MIDWEST,608
423,62,57,MID,SOUTH,636
424,52,27,MID,WEST,666
425,43,104,LOW,SOUTH,457
426,31,78,LOW,SOUTH,624
427,67,48,MID,WEST,641
428,64,61,MID,NORTHEAST,669
429,22,78,LOW,NORTHEAST,585
430,59,18,LOW,NORTHEAST,630
431,25,97,MID,NORTHEAST,521
432,60,31,LOW,NORTHEAST,572
433,65,3,LOW,NORTHEAST,573
434,28,62,MID,WEST,675
435,44,105,MID,SOUTH,595
436,27,87,HIGH,NORTHEAST,771
437,51,37,LOW,MIDWEST,570
438,71,47,LOW,NORTHEAST,700
439,25,71,LOW,SOUTH,621
440,42,27,MID,WEST,662
441,73,98,LOW,MIDWEST,758
442,37,35,LOW,SOUTH,749
443,28,26,MID,SOUTH,613
444,47,11,MID,NORTHEAST,710
445,48,83,MID,MIDWEST,549
446,56,3,MID,NORTHEAST,701
447,37,96,HIGH,MIDWEST,688
448,72,116,MID,MIDWEST,598
449,49,13,LOW,MIDWEST,684
450,36,11,MID,SOUTH,670
451,72,112,LOW,NORTHEAST,629
452,70,14,LOW,SOUTH,500
453,47,48,MID,WEST,534
454,22,104,LOW,MIDWEST,562
455,53,16,LOW,SOUTH,638
456,50,79,MID,NORTHEAST,674
457,29,45,HIGH,NORTHEAST,770
458,55,52,LOW,NORTHEAST,709
459,66,111,MID,MIDWEST,681
460,26,77,HIGH,SOUTH,625
461,60,38,LOW,WEST,579
462,28,112,MID,MIDWEST,642
463,61,69,LOW,MIDWEST,705
464,43,11,HIGH,SOUTH,714
465,21,47,LOW,WEST,536
466,73,29,LOW,WEST,549
467,29,77,HIGH,NORTHEAST,728
468,53,103,MID,NORTHEAST,547
469,30,4,LOW,NORTHEAST,659
470,71,93,MID,SOUTH,649
471,60,109,HIGH,MIDWEST,623
472,64,119,MID,MIDWEST,808
473,44,79,LOW,MIDWEST,511
474,46,37,LOW,WEST,697
475,55,17,HIGH,WEST,659
476,63,113,LOW,NORTHEAST,674
477,66,49,LOW,SOUTH,628
478,21,41,LOW,MIDWEST,581
479,56,88,LOW,NORTHEAST,523
480,26,85,MID,NORTHEAST,633
481,36,97,MID,NORTHEAST,639
482,65,105,LOW,MIDWEST,727
483,34,105,LOW,WEST,683
484,64,20,LOW,WEST,642
485,46,20,LOW,NORTHEAST,604
486,33,24,LOW,WEST,610
487,39,75,MID,SOUTH,609
488,49,69,LOW,SOUTH,573
489,62,102,LOW,NORTHEAST,645
490,53,101,MID,NORTHEAST,465
491,71,97,MID,SOUTH,662
492,67,9,MID,WEST,588
493,61,83,HIGH,NORTHEAST,702
494,53,102,LOW,SOUTH,618
495,36,117,LOW,NORTHEAST,693
496,43,41,LOW,WEST,444
497,27,93,LOW,WEST,647
498,41,48,HIGH,MIDWEST,632
499,71,19,MID,WEST,725
500,43,40,MID,MIDWEST,680
501,27,30,HIGH,WEST,654
502,56,109,HIGH,WEST,696
503,72,21,MID,MIDWEST,567
504,67,15,HIGH,NORTHEAST,769
505,35,69,MID,WEST,708
506,45,68,LOW,MIDWEST,563
507,49,67,MID,NORTHEAST,569
508,34,17,HIGH,NORTHEAST,720
509,35,59,MID,MIDWEST,512
510,33,111,MID,NORTHEAST,580
511,74,10,HIGH,MIDWEST,473
512,61,95,MID,NORTHEAST,589
513,66,15,MID,WEST,589
514,65,28,LOW,SOUTH,608
515,72,107,LOW,SOUTH,667
516,26,35,LOW,NORTHEAST,557
517,68,62,HIGH,WEST,543
518,24,45,HIGH,WEST,693
519,46,73,LOW,MIDWEST,763
520,53,48,LOW,WEST,573
521,40,53,LOW,WEST,745
522,28,98,MID,MIDWEST,729
523,31,66,MID,SOUTH,802
524,65,67,MID,WEST,762
525,38,96,LOW,SOUTH,598
526,37,51,LOW,SOUTH,617
527,70,98,HIGH,MIDWEST,529
528,28,86,MID,WEST,685
529,70,106,LOW,NORTHEAST,548
530,70,54,LOW,MIDWEST,657
531,53,67,LOW,NORTHEAST,636
532,29,15,LOW,WEST,696
533,29,13,LOW,SOUTH,624
534,36,12,MID,WEST,525
535,52,75,LOW,NORTHEAST,631
536,29,39,MID,WEST,672
537,45,34,MID,SOUTH,654
538,27,72,LOW,MIDWEST,639
539,50,47,MID,MIDWEST,638
540,22,16,HIGH,WEST,540
541,59,66,LOW,NORTHEAST,686
542,23,66,MID,MIDWEST,639
543,31,16,LOW,SOUTH,552
544,30,32,LOW,MIDWEST,668
545,65,28,LOW,SOUTH,628
546,23,83,MID,WEST,576
547,44,29,MID,WEST,649
548,52,3,MID,NORTHEAST,472
549,48,32,LOW,MIDWEST,492
550,57,56,MID,NORTHEAST,604
551,64,92,LOW,MIDWEST,608
552,42,6,LOW,SOUTH,557
553,65,105,MID,SOUTH,635
554,38,39,LOW,NORTHEAST,608
555,74,41,MID,WEST,483
556,48,1,MID,SOUTH,630
557,60,33,MID,MIDWEST,718
558,68,56,MID,SOUTH,582
559,63,75,LOW,MIDWEST,616
560,66,92,LOW,WEST,499
561,49,62,MID,SOUTH,725
562,23,12,LOW,NORTHEAST,579
563,47,46,LOW,SOUTH,620
564,30,88,LOW,SOUTH,562
565,69,76,MID,NORTHEAST,617
566,33,70,MID,MIDWEST,640
567,33,61,LOW,WEST,499
568,34,60,LOW,MIDWEST,619
569,55,119,LOW,NORTHEAST,659
570,51,71,LOW,SOUTH,686
571,72,71,MID,NORTHEAST,622
572,43,40,LOW,WEST,505
573,36,58,LOW,MIDWEST,476
574,23,85,HIGH,SOUTH,690
575,21,102,MID,NORTHEAST,536
576,41,93,LOW,SOUTH,615
577,70,79,MID,NORTHEAST,609
578,49,93,MID,SOUTH,712
579,69,3,HIGH,NORTHEAST,616
580,26,32,HIGH,NORTHEAST,629
581,26,29,MID,WEST,703
582,66,78,LOW,SOUTH,695
583,26,90,MID,WEST,716
584,23,17,LOW,MIDWEST,601
585,42,23,MID,SOUTH,564
586,70,59,HIGH,WEST,576
587,58,116,LOW,NORTHEAST,704
588,26,0,HIGH,NORTHEAST,786
589,66,105,MID,MIDWEST,693
590,66,23,LOW,SOUTH,638
591,64,32,HIGH,SOUTH,688
592,69,75,MID,WEST,666
593,33,87,MID,SOUTH,633
594,73,104,MID,NORTHEAST,717
595,38,0,LOW,MIDWEST,669
596,64,5,LOW,WEST,642
597,52,57,MID,NORTHEAST,616
598,63,67,HIGH,SOUTH,603
599,54,31,MID,SOUTH,633
600,55,76,HIGH,SOUTH,548
601,54,31,HIGH,NORTHEAST,730
602,63,111,LOW,SOUTH,712
603,60,21,MID,SOUTH,681
604,28,78,MID,MIDWEST,560
605,65,63,LOW,SOUTH,711
606,49,12,MID,MIDWEST,623
607,38,72,MID,MIDWEST,782
608,48,17,HIGH,MIDWEST,697
609,73,64,HIGH,SOUTH,628
610,67,76,MID,MIDWEST,699
611,66,8,MID,NORTHEAST,655
612,45,25,MID,MIDWEST,614
613,63,35,HIGH,WEST,561
614,41,111,MID,MIDWEST,757
615,58,26,HIGH,MIDWEST,631
616,55,110,HIGH,SOUTH,636
617,34,64,LOW,NORTHEAST,619
618,35,113,HIGH,NORTHEAST,606
619,24,99,MID,SOUTH,688
620,28,35,LOW,WEST,590
621,44,67,LOW,WEST,711
622,46,86,MID,WEST,679
623,29,9,LOW,WEST,640
624,43,79,LOW,SOUTH,618
625,53,55,MID,WEST,697
626,33,4,LOW,MIDWEST,653
627,39,104,MID,WEST,654
628,40,31,MID,SOUTH,720
629,48,104,LOW,NORTHEAST,531
630,40,24,MID,NORTHEAST,585
631,60,64,LOW,MIDWEST,531
632,38,44,HIGH,MIDWEST,694
633,44,107,MID,SOUTH,603
634,41,114,HIGH,WEST,817
635,30,92,MID,NORTHEAST,589
636,58,101,HIGH,WEST,640
637,33,92,MID,NORTHEAST,563
638,37,35,MID,MIDWEST,613
639,63,110,LOW,NORTHEAST,605
640,72,63,MID,MIDWEST,504
641,57,41,MID,WEST,674
642,70,23,MID,NORTHEAST,636
643,67,85,LOW,NORTHEAST,626
644,46,33,MID,NORTHEAST,525
645,62,78,MID,MIDWEST,750
646,38,7,MID,WEST,562
647,45,76,MID,MIDWEST,620
648,49,77,MID,SOUTH,680
649,72,62,MID,MIDWEST,695
650,66,78,MID,SOUTH,607
651,47,119,MID,NORTHEAST,692
652,56,100,MID,NORTHEAST,521
653,31,52,LOW,WEST,603
654,64,104,LOW,MIDWEST,471
655,50,114,MID,WEST,711
656,49,19,MID,NORTHEAST,661
657,62,43,LOW,MIDWEST,636
658,55,89,MID,MIDWEST,756
659,24,61,LOW,WEST,621
660,36,16,MID,SOUTH,544
661,30,56,LOW,SOUTH,692
662,60,44,MID,SOUTH,643
663,22,88,MID,NORTHEAST,556
664,31,61,HIGH,WEST,601
665,53,16,HIGH,NORTHEAST,599
666,58,5,MID,MIDWEST,622
667,48,34,MID,SOUTH,642
668,67,18,MID,SOUTH,630
669,70,105,HIGH,NORTHEAST,690
670,28,32,MID,SOUTH,505
671,72,76,LOW,WEST,679
672,54,15,HIGH,WEST,610
673,55,53,LOW,WEST,668
674,26,112,HIGH,MIDWEST,597
675,54,77,LOW,MIDWEST,731
676,60,34,MID,WEST,660
677,52,89,HIGH,SOUTH,620
678,25,60,MID,WEST,629
679,49,28,MID,WEST,752
680,71,119,LOW,SOUTH,695
681,60,112,LOW,SOUTH,664
682,28,67,LOW,WEST,494
683,72,3,MID,NORTHEAST,559
684,72,49,MID,MIDWEST,623
685,30,61,LOW,WEST,700
686,64,111,MID,NORTHEAST,706
687,42,87,HIGH,WEST,574
688,53,26,HIGH,MIDWEST,606
689,45,61,MID,NORTHEAST,698
690,63,21,HIGH,NORTHEAST,637
691,74,56,MID,SOUTH,774
692,63,64,LOW,NORTHEAST,602
693,71,61,MID,NORTHEAST,782
694,72,51,HIGH,SOUTH,643
695,25,52,LOW,WEST,577
696,34,95,LOW,MIDWEST,651
697,59,60,HIGH,MIDWEST,688
698,52,5,MID,SOUTH,651
699,23,88,MID,WEST,623
700,26,74,MID,SOUTH,675
701,49,83,MID,WEST,613
702,54,85,LOW,NORTHEAST,694
703,30,20,MID,SOUTH,699
704,30,116,LOW,NORTHEAST,598
705,27,118,LOW,NORTHEAST,676
706,51,17,HIGH,MIDWEST,593
707,21,26,LOW,WEST,403
708,51,29,LOW,SOUTH,643
709,46,115,LOW,SOUTH,585
710,46,111,HIGH,WEST,652
711,57,31,HIGH,WEST,648
712,49,75,LOW,MIDWEST,551
713,60,29,MID,MIDWEST,525
714,62,4,MID,NORTHEAST,600
715,70,27,MID,NORTHEAST,807
716,64,9,LOW,SOUTH,572
717,48,101,LOW,MIDWEST,639
718,47,94,MID,NORTHEAST,669
719,33,22,LOW,NORTHEAST,741
720,53,68,MID,WEST,709
721,28,24,LOW,WEST,637
722,71,67,HIGH,SOUTH,623
723,66,107,MID,NORTHEAST,551
724,27,105,MID,NORTHEAST,647
725,63,99,MID,SOUTH,704
726,27,28,LOW,SOUTH,659
727,59,22,LOW,WEST,532
728,25,19,MID,SOUTH,577
729,47,15,MID,MIDWEST,850
730,56,73,HIGH,NORTHEAST,630
731,60,79,MID,MIDWEST,617
732,43,105,MID,NORTHEAST,777
733,70,10,LOW,SOUTH,539
734,62,31,LOW,NORTHEAST,614
735,32,87,LOW,WEST,763
736,57,81,HIGH,NORTHEAST,523
737,60,51,MID,WEST,569
738,39,18,MID,MIDWEST,673
739,60,58,MID,MIDWEST,737
740,69,20,LOW,MIDWEST,660
741,65,64,LOW,MIDWEST,676
742,62,108,LOW,MIDWEST,578
743,55,23,LOW,MIDWEST,661
744,35,14,MID,MIDWEST,677
745,63,88,LOW,SOUTH,609
746,40,2,MID,MIDWEST,664
747,49,118,HIGH,SOUTH,723
748,37,92,HIGH,WEST,614
749,37,48,LOW,WEST,670
750,29,43,MID,MIDWEST,678
751,72,46,LOW,WEST,657
752,28,47,LOW,MIDWEST,507
753,25,100,MID,MIDWEST,740
754,71,95,MID,NORTHEAST,740
755,50,24,MID,WEST,548
756,44,21,HIGH,NORTHEAST,680
757,60,64,LOW,NORTHEAST,576
758,41,78,HIGH,WEST,719
759,27,87,LOW,WEST,629
760,60,37,HIGH,NORTHEAST,602
761,30,57,MID,MIDWEST,711
762,50,12,LOW,MIDWEST,688
763,72,54,MID,MIDWEST,640
764,71,82,LOW,SOUTH,623
765,40,36,MID,NORTHEAST,618
766,63,38,LOW,WEST,622
767,54,55,HIGH,SOUTH,849
768,46,103,LOW,WEST,749
769,28,72,HIGH,NORTHEAST,675
770,41,110,LOW,WEST,730
771,56,7,MID,NORTHEAST,686
772,74,101,HIGH,WEST,653
